,suhu udara,kelembaban udara,suhu tanah,kelembaban tanah,cahaya,arus solar,arus aki,tegangan solar,tegangan aki,status
19243,27.93,61,37.13,143,16055,0.225,0.002,10.285,9.45,mendung kering
19244,27.86,65,32.35,140,15058,0.241,0.001,10.142,9.407,mendung kering
19245,27.58,65,32.65,140,15907,0.235,0.002,10.237,9.416,mendung kering
19246,28.4,60,35.29,142,14725,0.236,0.001,10.139,9.348,mendung kering
19247,27.59,56,32.59,144,16495,0.234,0.001,10.2,9.487,mendung kering
19248,27.45,56,32.69,143,14516,0.237,0.001,10.149,9.345,mendung kering
19249,27.65,61,38.77,139,15939,0.227,0.002,10.214,9.417,mendung kering
19250,27.52,64,33.7,141,15950,0.233,0.002,10.24,9.407,mendung kering
19251,27.0,55,38.75,139,15026,0.228,0.002,10.235,9.368,mendung kering
19252,28.01,59,32.32,145,15400,0.243,0.001,10.237,9.445,mendung kering
19253,27.21,60,31.44,144,14627,0.235,0.002,10.222,9.482,mendung kering
19254,27.44,64,33.46,140,15989,0.239,0.001,10.262,9.24,mendung kering
19255,27.27,65,34.87,142,14559,0.228,0.001,10.143,9.191,mendung kering
19256,28.38,62,31.36,136,16145,0.234,0.001,10.188,9.28,mendung kering
19257,28.16,60,32.07,137,14548,0.242,0.001,10.23,9.274,mendung kering
19258,27.51,57,37.28,145,14862,0.243,0.001,10.193,9.388,mendung kering
19259,28.03,63,33.56,136,16432,0.227,0.002,10.238,9.189,mendung kering
19260,28.21,57,38.06,137,15166,0.23,0.002,10.229,9.315,mendung kering
19261,27.85,59,32.66,140,16545,0.228,0.002,10.13,9.47,mendung kering
19262,27.21,65,34.73,138,16196,0.225,0.002,10.283,9.437,mendung kering
19263,27.81,64,36.79,140,16232,0.239,0.001,10.27,9.484,mendung kering
19264,27.83,59,35.36,140,16254,0.237,0.002,10.218,9.4,mendung kering
19265,28.23,63,36.8,136,14579,0.23,0.002,10.242,9.197,mendung kering
19266,28.01,59,31.65,141,15348,0.238,0.002,10.155,9.467,mendung kering
19267,28.49,63,36.48,137,15387,0.227,0.001,10.204,9.183,mendung kering
19268,28.49,64,35.08,137,15813,0.229,0.001,10.215,9.486,mendung kering
19269,27.64,64,36.08,138,15633,0.23,0.001,10.27,9.305,mendung kering
19270,28.49,57,34.4,145,14675,0.229,0.001,10.169,9.306,mendung kering
19271,28.45,61,37.0,139,14165,0.241,0.002,10.201,9.272,mendung kering
19272,27.97,61,36.59,139,14100,0.24,0.002,10.164,9.31,mendung kering
19273,27.64,62,31.15,144,14783,0.24,0.001,10.254,9.31,mendung kering
19274,27.03,60,37.62,143,14164,0.236,0.002,10.281,9.224,mendung kering
19275,27.52,61,38.21,138,14746,0.233,0.002,10.171,9.249,mendung kering
19276,28.5,59,36.28,145,14167,0.233,0.002,10.251,9.481,mendung kering
19277,27.74,58,33.04,144,14802,0.23,0.001,10.178,9.191,mendung kering
19278,27.13,63,31.44,141,14085,0.236,0.002,10.252,9.213,mendung kering
19279,27.02,56,39.16,139,15070,0.233,0.001,10.157,9.289,mendung kering
19280,27.2,59,38.4,136,14216,0.231,0.001,10.264,9.434,mendung kering
19281,27.94,64,37.06,138,16622,0.238,0.001,10.133,9.274,mendung kering
19282,27.97,56,33.67,137,14987,0.237,0.002,10.206,9.252,mendung kering
19283,28.09,56,35.62,142,16335,0.243,0.001,10.29,9.409,mendung kering
19284,27.93,56,36.07,136,15935,0.24,0.002,10.286,9.459,mendung kering
19285,27.13,55,35.22,141,16239,0.235,0.001,10.21,9.253,mendung kering
19286,27.65,63,31.7,140,14168,0.225,0.001,10.249,9.341,mendung kering
19287,28.0,61,38.28,140,15008,0.235,0.002,10.269,9.383,mendung kering
19288,28.16,63,31.01,137,14503,0.237,0.001,10.203,9.483,mendung kering
19289,27.05,56,31.79,139,14709,0.238,0.002,10.267,9.221,mendung kering
19290,27.59,65,33.32,140,14009,0.238,0.002,10.217,9.357,mendung kering
19291,27.4,65,36.62,143,14779,0.235,0.001,10.186,9.487,mendung kering
19292,27.04,64,32.83,136,14133,0.236,0.002,10.211,9.204,mendung kering
19293,27.08,57,36.04,143,16156,0.242,0.002,10.158,9.264,mendung kering
19294,28.09,61,31.14,138,14070,0.232,0.002,10.216,9.212,mendung kering
19295,28.47,55,34.47,138,14693,0.242,0.001,10.192,9.399,mendung kering
19296,28.16,57,31.88,141,15098,0.232,0.001,10.18,9.357,mendung kering
19297,27.71,62,37.58,145,14077,0.234,0.002,10.203,9.233,mendung kering
19298,27.62,65,35.34,136,16243,0.232,0.002,10.142,9.227,mendung kering
19299,27.87,57,37.27,145,15212,0.233,0.001,10.135,9.348,mendung kering
19300,27.67,65,33.71,140,16674,0.226,0.002,10.184,9.329,mendung kering
19301,27.97,62,38.83,145,16770,0.233,0.002,10.173,9.328,mendung kering
19302,27.33,63,34.46,142,16728,0.243,0.001,10.182,9.426,mendung kering
19303,28.17,56,39.17,143,16773,0.241,0.001,10.275,9.396,mendung kering
19304,27.05,56,34.12,138,16719,0.243,0.001,10.193,9.236,mendung kering
19305,27.98,62,31.9,144,15350,0.227,0.002,10.144,9.283,mendung kering
19306,27.02,56,31.9,139,15000,0.228,0.002,10.173,9.271,mendung kering
19307,27.33,65,39.28,144,14804,0.242,0.002,10.131,9.387,mendung kering
19308,28.41,56,36.59,136,15161,0.239,0.001,10.178,9.218,mendung kering
19309,27.07,64,32.88,137,16656,0.23,0.001,10.258,9.398,mendung kering
19310,27.03,60,38.94,138,14791,0.243,0.002,10.136,9.321,mendung kering
19311,27.08,64,36.03,143,16600,0.228,0.002,10.165,9.194,mendung kering
19312,27.84,60,39.48,135,16481,0.227,0.001,10.138,9.451,mendung kering
19313,28.5,57,35.84,141,16428,0.24,0.001,10.255,9.187,mendung kering
19314,28.09,57,35.22,143,14522,0.238,0.001,10.216,9.183,mendung kering
19315,27.38,64,34.99,140,16160,0.229,0.001,10.249,9.489,mendung kering
19316,28.4,55,31.74,135,16732,0.238,0.002,10.187,9.251,mendung kering
19317,27.28,61,38.76,140,14176,0.225,0.002,10.133,9.314,mendung kering
19318,28.2,60,32.72,145,14734,0.241,0.001,10.13,9.345,mendung kering
19319,27.24,62,32.87,143,14313,0.243,0.002,10.228,9.282,mendung kering
19320,27.54,61,33.61,144,15366,0.226,0.002,10.269,9.436,mendung kering
19321,28.42,63,35.22,144,15401,0.233,0.001,10.143,9.413,mendung kering
19322,27.1,57,34.71,144,14475,0.228,0.002,10.162,9.316,mendung kering
19323,28.22,63,35.0,136,14412,0.238,0.002,10.275,9.472,mendung kering
19324,27.62,56,38.06,138,14202,0.24,0.001,10.191,9.426,mendung kering
19325,28.04,62,32.65,141,14511,0.226,0.001,10.146,9.326,mendung kering
19326,28.47,55,31.87,140,15504,0.227,0.001,10.285,9.338,mendung kering
19327,27.48,63,32.24,136,15731,0.234,0.001,10.135,9.271,mendung kering
19328,27.24,65,32.3,144,15818,0.24,0.002,10.269,9.279,mendung kering
19329,27.7,60,34.14,143,15022,0.225,0.002,10.163,9.281,mendung kering
19330,28.27,56,38.76,142,15947,0.229,0.002,10.262,9.351,mendung kering
19331,27.48,64,34.01,135,16274,0.229,0.002,10.242,9.311,mendung kering
19332,28.41,64,36.64,137,15499,0.243,0.001,10.178,9.273,mendung kering
19333,28.39,60,31.75,135,15768,0.228,0.002,10.288,9.362,mendung kering
19334,27.13,64,35.44,145,15757,0.226,0.002,10.188,9.407,mendung kering
19335,27.51,63,38.37,144,14472,0.231,0.002,10.165,9.182,mendung kering
19336,27.22,64,33.74,140,15617,0.232,0.001,10.257,9.363,mendung kering
19337,27.93,64,34.97,140,15726,0.232,0.002,10.243,9.39,mendung kering
19338,28.07,64,35.89,143,16290,0.234,0.002,10.155,9.379,mendung kering
19339,27.23,57,34.06,139,14528,0.227,0.002,10.195,9.333,mendung kering
19340,27.51,58,39.43,145,16002,0.228,0.002,10.223,9.392,mendung kering
19341,27.51,63,34.48,141,14605,0.227,0.002,10.226,9.282,mendung kering
19342,28.06,58,31.18,136,15148,0.229,0.001,10.161,9.439,mendung kering
19343,27.02,58,38.23,143,14438,0.239,0.002,10.168,9.418,mendung kering
19344,27.27,65,36.96,135,15324,0.243,0.001,10.164,9.303,mendung kering
19345,27.53,57,31.37,137,16353,0.24,0.001,10.187,9.372,mendung kering
19346,27.79,56,37.12,143,16215,0.242,0.002,10.259,9.34,mendung kering
19347,28.49,56,33.96,135,15246,0.228,0.002,10.285,9.409,mendung kering
19348,28.01,57,38.23,142,15122,0.242,0.001,10.185,9.371,mendung kering
19349,27.31,61,35.89,145,14843,0.237,0.001,10.252,9.313,mendung kering
19350,27.95,61,35.64,139,15295,0.228,0.001,10.239,9.367,mendung kering
19351,27.82,59,31.61,136,14505,0.225,0.001,10.284,9.392,mendung kering
19352,27.72,58,35.14,142,15145,0.225,0.002,10.217,9.195,mendung kering
19353,27.01,56,36.27,141,15804,0.241,0.001,10.213,9.415,mendung kering
19354,27.62,57,36.16,137,15077,0.239,0.002,10.247,9.29,mendung kering
19355,27.26,56,31.24,137,16774,0.242,0.002,10.192,9.26,mendung kering
19356,27.83,60,31.44,144,14911,0.237,0.001,10.194,9.453,mendung kering
19357,27.24,56,33.8,144,15595,0.235,0.001,10.208,9.272,mendung kering
19358,28.41,57,31.23,143,16398,0.241,0.001,10.154,9.224,mendung kering
19359,27.46,59,37.22,135,14139,0.231,0.002,10.245,9.447,mendung kering
19360,27.62,58,37.43,138,14707,0.238,0.001,10.181,9.254,mendung kering
19361,27.88,65,37.24,143,15253,0.225,0.002,10.181,9.438,mendung kering
19362,28.19,62,32.41,145,16601,0.231,0.002,10.195,9.418,mendung kering
19363,27.81,56,38.14,135,14005,0.227,0.002,10.179,9.331,mendung kering
19364,28.15,55,31.8,144,14656,0.234,0.001,10.178,9.422,mendung kering
19365,27.44,58,32.07,139,16615,0.235,0.002,10.131,9.31,mendung kering
19366,27.92,59,33.14,145,14227,0.234,0.002,10.212,9.298,mendung kering
19367,27.8,59,34.87,138,15079,0.236,0.002,10.213,9.364,mendung kering
19368,28.49,63,36.2,139,16231,0.243,0.002,10.144,9.201,mendung kering
19369,27.92,56,38.24,137,15669,0.226,0.002,10.154,9.49,mendung kering
19370,27.33,55,31.29,136,14094,0.235,0.002,10.176,9.309,mendung kering
19371,27.07,65,37.82,144,15268,0.227,0.001,10.148,9.335,mendung kering
19372,28.3,63,31.44,136,16018,0.235,0.001,10.279,9.336,mendung kering
19373,28.44,63,35.18,145,15683,0.227,0.002,10.281,9.372,mendung kering
19374,27.74,56,37.21,136,16243,0.239,0.002,10.237,9.274,mendung kering
19375,28.06,62,31.14,144,14139,0.232,0.001,10.262,9.459,mendung kering
19376,28.36,55,33.93,143,14078,0.236,0.002,10.146,9.308,mendung kering
19377,28.09,59,37.47,143,15132,0.241,0.002,10.139,9.427,mendung kering
19378,28.1,61,39.48,135,14306,0.234,0.001,10.202,9.427,mendung kering
19379,27.58,56,37.4,135,14474,0.241,0.002,10.141,9.412,mendung kering
19380,27.97,61,33.56,141,15610,0.237,0.002,10.169,9.344,mendung kering
19381,27.62,55,32.07,143,16199,0.239,0.002,10.135,9.31,mendung kering
19382,27.02,55,37.2,137,14239,0.225,0.001,10.163,9.482,mendung kering
19383,27.58,55,34.06,144,15241,0.225,0.001,10.29,9.367,mendung kering
19384,27.54,60,34.97,138,14587,0.225,0.002,10.194,9.45,mendung kering
19385,28.42,64,37.76,137,16394,0.236,0.001,10.225,9.281,mendung kering
19386,27.4,60,38.37,137,15103,0.225,0.001,10.268,9.328,mendung kering
19387,27.55,58,31.81,135,14550,0.227,0.002,10.161,9.191,mendung kering
19388,27.4,63,32.46,141,15390,0.228,0.001,10.236,9.432,mendung kering
19389,27.67,56,39.18,145,16503,0.239,0.002,10.193,9.27,mendung kering
19390,27.77,61,34.79,137,15721,0.233,0.001,10.163,9.354,mendung kering
19391,28.33,65,35.21,135,14773,0.227,0.002,10.206,9.373,mendung kering
19392,27.13,59,35.23,145,14517,0.231,0.001,10.134,9.417,mendung kering
19393,27.85,56,31.94,137,14306,0.236,0.002,10.197,9.185,mendung kering
19394,27.66,56,35.08,136,15379,0.239,0.002,10.201,9.357,mendung kering
19395,27.75,63,34.57,140,13996,0.228,0.001,10.166,9.419,mendung kering
19396,28.31,55,31.59,144,15435,0.231,0.001,10.223,9.352,mendung kering
19397,27.01,55,33.09,136,16089,0.227,0.001,10.17,9.386,mendung kering
19398,27.27,63,36.6,138,16459,0.227,0.002,10.284,9.314,mendung kering
19399,27.1,61,33.76,141,15864,0.241,0.002,10.134,9.461,mendung kering
19400,28.1,55,38.5,145,14666,0.236,0.001,10.173,9.371,mendung kering
19401,27.15,59,39.43,144,16383,0.232,0.002,10.171,9.334,mendung kering
19402,28.49,65,37.76,138,14561,0.232,0.002,10.235,9.355,mendung kering
19403,27.53,63,37.8,135,14054,0.24,0.001,10.158,9.419,mendung kering
19404,27.04,55,33.23,145,15440,0.232,0.001,10.28,9.297,mendung kering
19405,28.32,61,34.95,141,14507,0.232,0.002,10.128,9.381,mendung kering
19406,27.07,61,34.67,138,14821,0.226,0.001,10.175,9.439,mendung kering
19407,28.16,55,38.66,140,14028,0.233,0.001,10.146,9.186,mendung kering
19408,27.98,61,37.32,141,15478,0.243,0.001,10.236,9.427,mendung kering
19409,28.04,58,33.31,138,15569,0.243,0.002,10.18,9.458,mendung kering
19410,27.36,60,35.93,137,14959,0.237,0.001,10.145,9.484,mendung kering
19411,27.78,58,37.82,135,15168,0.228,0.001,10.259,9.35,mendung kering
19412,27.55,56,35.98,144,14284,0.238,0.001,10.184,9.299,mendung kering
19413,28.48,64,32.11,139,15634,0.232,0.001,10.25,9.197,mendung kering
19414,27.02,57,38.56,141,14567,0.236,0.001,10.279,9.188,mendung kering
19415,28.1,56,34.4,145,16377,0.225,0.001,10.142,9.295,mendung kering
19416,27.69,60,36.89,145,15094,0.225,0.002,10.289,9.358,mendung kering
19417,27.21,61,37.6,138,14409,0.239,0.001,10.217,9.483,mendung kering
19418,27.04,65,39.3,144,15385,0.227,0.001,10.158,9.191,mendung kering
19419,27.59,65,34.17,139,14112,0.24,0.001,10.169,9.427,mendung kering
19420,27.94,64,36.22,136,14097,0.231,0.001,10.135,9.202,mendung kering
19421,27.06,65,37.28,136,15016,0.231,0.002,10.265,9.48,mendung kering
19422,27.57,57,34.93,137,15509,0.237,0.001,10.168,9.373,mendung kering
19423,28.49,62,39.41,138,14229,0.228,0.001,10.22,9.414,mendung kering
19424,27.27,65,36.08,139,15178,0.225,0.002,10.17,9.21,mendung kering
19425,27.01,64,34.79,140,14591,0.24,0.001,10.23,9.388,mendung kering
19426,28.36,65,33.48,136,16349,0.23,0.002,10.214,9.264,mendung kering
19427,28.14,65,38.52,145,14324,0.239,0.002,10.243,9.312,mendung kering
19428,28.1,59,37.96,145,15003,0.232,0.002,10.132,9.428,mendung kering
19429,27.79,59,32.5,142,16040,0.227,0.001,10.276,9.202,mendung kering
19430,27.41,57,39.4,139,14679,0.228,0.002,10.194,9.441,mendung kering
19431,27.76,55,31.99,136,16191,0.239,0.002,10.267,9.265,mendung kering
19432,28.33,61,37.29,138,16397,0.241,0.002,10.147,9.26,mendung kering
19433,27.21,62,35.73,142,15570,0.233,0.002,10.183,9.477,mendung kering
19434,28.41,59,31.74,137,14989,0.239,0.001,10.241,9.385,mendung kering
19435,28.35,65,39.01,137,16499,0.235,0.001,10.196,9.37,mendung kering
19436,27.71,58,33.78,135,14064,0.228,0.001,10.26,9.475,mendung kering
19437,27.23,65,33.89,138,15952,0.235,0.001,10.216,9.334,mendung kering
19438,27.8,62,31.56,137,15633,0.232,0.002,10.283,9.238,mendung kering
19439,27.21,60,34.45,135,14773,0.233,0.001,10.274,9.386,mendung kering
19440,27.97,62,33.4,139,14041,0.23,0.001,10.277,9.312,mendung kering
19441,27.83,59,33.87,135,16506,0.238,0.002,10.219,9.274,mendung kering
19442,27.28,55,34.43,139,16593,0.228,0.002,10.218,9.193,mendung kering
19443,28.06,62,39.29,140,16406,0.229,0.002,10.166,9.224,mendung kering
19444,27.99,56,35.38,141,14383,0.23,0.001,10.206,9.479,mendung kering
19445,27.01,61,34.75,145,15641,0.232,0.002,10.265,9.293,mendung kering
19446,28.15,58,34.24,141,15136,0.243,0.001,10.242,9.265,mendung kering
19447,27.87,55,34.61,136,16035,0.234,0.001,10.16,9.256,mendung kering
19448,27.62,59,31.39,145,15164,0.231,0.002,10.164,9.447,mendung kering
19449,28.02,58,37.55,135,16290,0.225,0.002,10.145,9.395,mendung kering
19450,27.64,62,33.1,137,14920,0.232,0.001,10.216,9.324,mendung kering
19451,28.28,63,32.09,140,16616,0.24,0.001,10.275,9.435,mendung kering
19452,27.09,57,37.0,144,16553,0.236,0.002,10.17,9.194,mendung kering
19453,27.67,59,34.52,138,15472,0.23,0.001,10.22,9.463,mendung kering
19454,27.24,57,34.5,144,14046,0.233,0.002,10.17,9.24,mendung kering
19455,28.08,57,38.35,142,16148,0.242,0.001,10.169,9.473,mendung kering
19456,27.03,58,33.88,145,15364,0.226,0.002,10.286,9.466,mendung kering
19457,27.25,56,34.68,138,15129,0.243,0.002,10.136,9.342,mendung kering
19458,28.21,58,31.91,136,15851,0.239,0.001,10.215,9.278,mendung kering
19459,27.05,65,38.31,139,14525,0.241,0.001,10.158,9.461,mendung kering
19460,27.19,62,33.56,135,15755,0.229,0.001,10.26,9.449,mendung kering
19461,27.92,58,33.67,139,15239,0.232,0.002,10.227,9.307,mendung kering
19462,28.34,62,38.31,145,15054,0.239,0.001,10.252,9.328,mendung kering
19463,27.66,55,38.16,144,14900,0.228,0.002,10.162,9.364,mendung kering
19464,27.71,62,31.17,141,14060,0.23,0.001,10.195,9.482,mendung kering
19465,27.16,55,31.26,143,15255,0.239,0.001,10.289,9.355,mendung kering
19466,28.21,57,36.82,142,15232,0.232,0.002,10.234,9.359,mendung kering
19467,27.0,59,34.65,137,14446,0.24,0.002,10.243,9.399,mendung kering
19468,28.21,63,31.27,136,15469,0.228,0.002,10.268,9.258,mendung kering
19469,28.47,64,35.9,143,15869,0.225,0.002,10.191,9.353,mendung kering
19470,28.23,56,38.52,144,15932,0.237,0.002,10.175,9.247,mendung kering
19471,27.42,58,38.91,139,16511,0.239,0.001,10.271,9.265,mendung kering
19472,28.07,60,36.33,138,15364,0.226,0.001,10.263,9.473,mendung kering
19473,28.35,58,34.33,143,15189,0.228,0.001,10.163,9.362,mendung kering
19474,27.05,60,33.32,136,14308,0.242,0.001,10.164,9.423,mendung kering
19475,28.03,62,32.97,144,16027,0.229,0.001,10.186,9.36,mendung kering
19476,27.38,59,35.25,140,14043,0.24,0.001,10.24,9.195,mendung kering
19477,27.27,56,37.97,135,16390,0.235,0.001,10.213,9.267,mendung kering
19478,27.74,61,36.5,141,14206,0.239,0.001,10.166,9.42,mendung kering
19479,27.63,63,36.58,135,16766,0.233,0.001,10.205,9.4,mendung kering
19480,27.3,61,35.42,141,14376,0.242,0.001,10.287,9.43,mendung kering
19481,27.85,61,34.53,135,14865,0.231,0.002,10.13,9.31,mendung kering
19482,27.48,61,31.33,139,14050,0.237,0.001,10.201,9.333,mendung kering
19483,27.32,60,33.24,145,16734,0.231,0.001,10.268,9.41,mendung kering
19484,28.29,61,37.36,139,14548,0.23,0.002,10.131,9.347,mendung kering
19485,28.37,63,36.64,139,14172,0.243,0.001,10.204,9.281,mendung kering
19486,27.1,57,36.0,145,15643,0.234,0.002,10.191,9.432,mendung kering
19487,27.18,61,35.24,136,14859,0.24,0.001,10.24,9.199,mendung kering
19488,27.25,59,36.83,135,16137,0.226,0.001,10.199,9.406,mendung kering
19489,27.76,64,34.91,138,15259,0.241,0.001,10.202,9.313,mendung kering
19490,28.07,63,32.94,144,16141,0.24,0.002,10.176,9.189,mendung kering
19491,27.24,63,34.35,137,14719,0.233,0.002,10.234,9.485,mendung kering
19492,27.4,63,38.26,137,14120,0.231,0.002,10.221,9.302,mendung kering
19493,27.8,55,37.57,137,16750,0.235,0.002,10.281,9.444,mendung kering
19494,27.81,63,36.97,136,14492,0.236,0.001,10.282,9.251,mendung kering
19495,28.42,63,38.09,136,14703,0.239,0.002,10.144,9.453,mendung kering
19496,27.66,58,35.66,142,16182,0.235,0.001,10.271,9.239,mendung kering
19497,27.46,61,31.77,141,14097,0.239,0.001,10.235,9.479,mendung kering
19498,27.49,61,39.21,144,16574,0.227,0.002,10.257,9.185,mendung kering
19499,28.2,63,34.31,140,15647,0.235,0.002,10.152,9.205,mendung kering
19500,27.41,64,34.06,140,14043,0.227,0.002,10.162,9.342,mendung kering
19501,27.4,59,33.72,136,14111,0.237,0.001,10.14,9.332,mendung kering
19502,27.58,56,38.67,141,16017,0.243,0.001,10.129,9.416,mendung kering
19503,27.59,60,32.37,138,15040,0.236,0.002,10.236,9.201,mendung kering
19504,27.43,56,37.49,139,16576,0.225,0.001,10.205,9.347,mendung kering
19505,28.49,63,33.03,143,14729,0.228,0.002,10.221,9.232,mendung kering
19506,27.58,63,32.77,137,15824,0.242,0.001,10.2,9.314,mendung kering
19507,28.34,58,31.13,135,16052,0.238,0.002,10.259,9.413,mendung kering
19508,27.84,64,34.92,143,14154,0.229,0.001,10.231,9.448,mendung kering
19509,27.38,63,31.27,136,15674,0.24,0.001,10.202,9.454,mendung kering
19510,27.84,59,34.72,144,15240,0.241,0.002,10.223,9.399,mendung kering
19511,27.65,58,34.83,140,14610,0.232,0.001,10.246,9.382,mendung kering
19512,28.3,57,33.06,142,14605,0.243,0.002,10.19,9.232,mendung kering
19513,28.5,60,33.9,141,16541,0.226,0.002,10.22,9.415,mendung kering
19514,28.41,59,34.99,136,14023,0.233,0.002,10.195,9.305,mendung kering
19515,27.17,58,34.03,141,15029,0.236,0.002,10.239,9.324,mendung kering
19516,27.33,64,34.15,141,14214,0.226,0.002,10.135,9.365,mendung kering
19517,27.49,65,32.29,143,15428,0.226,0.002,10.131,9.402,mendung kering
19518,28.21,62,31.71,145,15466,0.233,0.002,10.267,9.24,mendung kering
19519,28.02,65,32.84,145,14249,0.229,0.002,10.222,9.271,mendung kering
19520,28.24,65,36.3,141,14383,0.229,0.002,10.163,9.217,mendung kering
19521,27.8,59,33.46,139,14372,0.226,0.002,10.225,9.365,mendung kering
19522,28.02,65,37.17,144,14743,0.237,0.002,10.168,9.359,mendung kering
19523,27.89,55,34.38,145,14241,0.231,0.001,10.204,9.475,mendung kering
19524,28.2,57,37.14,141,15687,0.227,0.002,10.246,9.432,mendung kering
19525,27.63,63,37.46,140,14274,0.241,0.001,10.136,9.402,mendung kering
19526,28.25,58,32.18,135,16274,0.242,0.001,10.254,9.308,mendung kering
19527,27.08,62,36.39,145,14812,0.243,0.002,10.277,9.325,mendung kering
19528,28.28,56,33.99,141,14338,0.236,0.001,10.269,9.404,mendung kering
19529,27.82,60,38.91,143,14243,0.237,0.002,10.278,9.294,mendung kering
19530,28.15,56,31.81,136,14167,0.235,0.001,10.209,9.468,mendung kering
19531,27.59,65,37.57,141,15597,0.238,0.002,10.282,9.339,mendung kering
19532,27.18,55,37.24,145,14619,0.229,0.001,10.209,9.286,mendung kering
19533,27.24,57,38.3,136,15520,0.24,0.001,10.166,9.467,mendung kering
